Organisation;Adresse;PLZ;Ort;Telefon;Telefax;E-Mail;Internetadresse
Wasserstraßen- und Schifffahrtsamt Elbe (Dienstort Magdeburg);Fürstenwallstraße 19/20;39104;Magdeburg;+49 391 530-0;+49 391 530-2417;wsa-elbe@wsv.bund.de;https://www.wsa-elbe.wsv.de
Wasserstraßen- und Schifffahrtsamt Elbe Nordsee (Dienstort Tönning);Am Hafen 40 ;25832;Tönning;+49 4861 615-0;+49 4861 615-325;wsa-elbe-nordsee@wsv.bund.de;https://www.wsa-elbe-nordsee.wsv.de/Webs/WSA/Elbe-Nordsee/DE/0_Startseite/startseite_node.html
Wasserstraßen- und Schifffahrtsamt Elbe-Nordsee (Dienstort Cuxhaven);Am Alten Hafen 2;27472;Cuxhaven;+49 4721 567-0;+49 4721 567-103;wsa-elbe-nordsee@wsv.bund.de;https://www.wsa-elbe-nordsee.wsv.de
Wasserstraßen- und Schifffahrtsamt Elbe-Nordsee (Dienstort Hamburg);Moorweidenstraße 14;20148;Hamburg;+49 40 44110-0;+49 40 44110-365;wsa-elbe-nordsee@wsv.bund.de;https://www.wsa-elbe-nordsee.wsv.de
Wasserstraßen- und Schifffahrtsamt Ems-Nordsee (Dienstort Emden);Am Eisenbahndock 3;26725;Emden;+49 4921 802-0;+49 4921 802-379;wsa-ems-nordsee@wsv.bund.de;https://www.wsa-ems-nordsee.wsv.de
Wasserstraßen- und Schifffahrtsamt Ems-Nordsee (Dienstort Meppen);Herzog-Arenbergstrasse 66;49716;Meppen;+49 5931 848-111;+49 5931 848-28222;wsa-ems-nordsee@wsv.bund.de;https://www.wsa-ems-nordsee.wsv.de
Wasserstraßen- und Schifffahrtsamt Lauenburg;Dornhorster Weg 52;21481;Lauenburg;+49 4153 558-0;+49 4153 558-448;wsa-elbe@wsv.bund.de;https://www.wsa-elbe.wsv.de
Wasserstraßen- und Schifffahrtsamt Main (Aschaffenburg);Obernauer Straße 6;63739;Aschaffenburg;+49 6021 385-0;+49 6021 385-101;wsa-main@wsv.bund.de;https://www.wsa-main.wsv.de/Webs/WSA/Main/DE/Service/impressum/impressum_node.html
Wasserstraßen- und Schifffahrtsamt Main (Dienstort Schweinfurt);Mainberger Straße 8;97422;Schweinfurt;+49 9721 206-0;+49 9721 206-101;wsa-main@wsv.bund.de;https://www.wsa-main.wsv.de/
Wasserstraßen- und Schifffahrtsamt Mittellandkanal / Elbe-Seitenkanal (Dienstort Minden);Am Hohen Ufer 1-3;32425;Minden;+49 571 6458-0;+49 571 6458-1200;wsa-mlk-esk@wsv.bund.de;https://www.wsa-mittellandkanal-elbe-seitenkanal.wsv.de/Webs/WSA/Mittellandkanal-ESK/DE/Startseite/startseite_node.html
Wasserstraßen- und Schifffahrtsamt Mittellandkanal/Elbe-Seitenkanal (Dienstort Braunschweig);Ludwig-Winter-Straße 5;38120;Braunschweig;+49 531 86603-0;+49 531 86603-1400;wsa-mlk-esk@wsv.bund.de;https://www.gdws.wsv.bund.de/SharedDocs/Dienststellen/DE/813_wsa-mlk_esk.html
Wasserstraßen- und Schifffahrtsamt Mittellandkanal/Elbe-Seitenkanal (Dienstort Uelzen);Greyerstraße 12;29525;Uelzen;+49 581 9079-0;+49 581 9079-1177;wsa-mlk-esk@wsv.bund.de;https://www.wsa-mittellandkanal-elbe-seitenkanal.wsv.de/
Wasserstraßen- und Schifffahrtsamt Mosel-Saar-Lahn (Dienstort Koblenz);Schartwiesenweg 4;56070;Koblenz;+49 261 9819-0;+49 261 9819-3155;wsa-mosel-saar-lahn@wsv.bund.de;https://www.wsa-mosel-saar-lahn.wsv.de
Wasserstraßen- und Schifffahrtsamt Mosel-Saar-Lahn (Dienstort Saarbrücken);Bismarckstraße 133;66121;Saarbrücken;+49 681 6002-0;+49 681 6002-155;wsa-mosel-saar-lahn@wsv.bund.de;https://www.wsa-mosel-saar-lahn.wsv.de
Wasserstraßen- und Schifffahrtsamt Mosel-Saar-Lahn-Dienstort-Trier;Pacelliufer 16;54290;Trier;+49 651 3609-0;+49 651 3609-155;wsa-mosel-saar-lahn@wsv.bund.de;https://www.wsa-mosel-saar-lahn.wsv.de
Wasserstraßen- und Schifffahrtsamt Neckar (Dienstort Stuttgart);Heilbronner Straße 190;70191;Stuttgart;+49 711 25552-0;+49 711 25552-155;wsa-neckar@wsv.bund.de;https://www.wsa-neckar.wsv.de
Wasserstraßen- und Schifffahrtsamt Nordsee-Ostsee-Kanal (Dienstort Brunsbüttel);Alte Zentrale 4;25541;Brunsbüttel;+49 4852 885-0;+49 4852 885-408;wsa-nord-ostsee-kanal@wsv.bund.de;https://www.wsa-nord-ostsee-kanal.wsv.de
Wasserstraßen- und Schifffahrtsamt Nordsee-Ostsee-Kanal (Kiel-Holtenau);Schleuseninsel 2;24159;Kiel;+49 431 3603-0;+49 431 3603-414;wsa-nord-ostsee-kanal@wsv.bund.de;https://www.wsa-nord-ostsee-kanal.wsv.de/
Wasserstraßen- und Schifffahrtsamt Oberrhein (Dienstort Freiburg);Stefan-Meier-Straße 4-6;79104;Freiburg;+49 761 2718-0;+49 761 2718-3155;wsa-oberrhein@wsv.bund.de;https://www.wsa-oberrhein.wsv.de/
Wasserstraßen- und Schifffahrtsamt Oberrhein (Dienstort Mannheim);C8, 3 ;68159;Mannheim;+49 621 1505-0;+49 621 1505-155;wsa-oberrhein@wsv.bund.de;https://www.wsa-oberrhein.wsv.de
Wasserstraßen- und Schifffahrtsamt Oder-Havel;Schneidemühlenweg 21;16225;Eberswalde;+49 3334 276-0;+49 3334 276-171;wsa-oder-havel@wsv.bund.de;https://www.wsa-oder-havel.wsv.de
Wasserstraßen- und Schifffahrtsamt Ostsee (Dienstort Stralsund);Wamper Weg 5;18439;Stralsund;+49 3831 249-0;+49 3831 249-30;wsa-ostsee@wsv.bund.de;https://www.wsa-ostsee.wsv.de/
Wasserstraßen- und Schifffahrtsamt Rhein (Dienstort Bingen);Vorstadt 74-76;55411;Bingen;+49 6721 306-0;+49 6721 306-155;wsa-rhein@wsv.bund.de;https://www.wsa-rhein.wsv.de/Webs/WSA/Rhein/DE/Service/impressum/impressum_node.html
Wasserstraßen- und Schifffahrtsamt Rhein (Dienstort Köln);An der Münze 8;50668;Köln;+49 221 97350-0;+49 221 97350-222;wsa-rhein@wsv.bund.de;https://www.wsa-rhein.wsv.de
Wasserstraßen- und Schifffahrtsamt Spree-Havel (Dienstort Brandenburg);Mötzower Landstraße 3;14776;Brandenburg an der Havel;+49 3381 266-452;+49 3381 266-455;wsa-spree-havel@wsv.bund.de;https://www.wsa-spree-havel.wsv.de/Webs/WSA/Spree-Havel/DE/03_Spree-Havel/02_KontaktAdressen/01_Aussenbereiche/02_aussenbezirk_brandenburg/aussenbezirk_brandenburg_text.html
Wasserstraßen- und Schifffahrtsamt Weser (Dienstort Hannoversch Münden);Kasseler Straße 5;34346;Hannoversch Münden;+49 5541 952-0;+49 5541 952-1400;wsa-weser@wsv.bund.de;https://www.wsa-weser.wsv.de
Wasserstraßen- und Schifffahrtsamt Weser (Dienstort Verden);Hohe Leuchte 30;27283;Verden;+49 4231 898-0;+49 4231 898-1333;wsa-weser@wsv.bund.de;https://www.wsa-weser.wsv.de
Wasserstraßen- und Schifffahrtsamt Weser-Jade-Nordsee (Dienstort Bremen);Franziuseck 5;28199;Bremen;+49 421 5378-0;+49 421 5378-400;wsa-weser-jade-nordsee@wsv.bund.de;https://www.wsa-weser-jade-nordsee.wsv.de
Wasserstraßen- und Schifffahrtsamt Weser-Jade-Nordsee (Dienstort Bremerhaven);Am Alten Vorhafen 1;27568;Bremerhaven;+49 471 4835-0;+49 471 4835-210;wsa-weser-jade-nordsee@wsv.bund.de;https://www.wsa-weser-jade-nordsee.wsv.de
Wasserstraßen- und Schifffahrtsamt Weser-Jade-Nordsee (Dienstort Wilhelmshaven);Mozartstraße 32;26382;Wilhelmshaven;+49 4421 186-0;+49 4421 186-308;wsa-weser-jade-nordsee@wsv.bund.de;https://www.wsa-weser-jade-nordsee.wsv.de
Wasserstraßen- und Schifffahrtsamt Westdeutsche Kanäle (Dienstort Duisburg-Meiderich);Emmericher Staße 201;47138;Duisburg;+49 203 4504-0;+49 203 4504-333;wsa-westdeutsche-kanaele@wsv.bund.de;https://www.wsa-westdeutsche-kanaele.wsv.de
Wasserstraßen- und Schifffahrtsamt Westdeutsche Kanäle (Dienstort Rheine);Münsterstraße 77;48431;Rheine;+49 5971 916-0;+49 5971 916-222;wsa-westdeutsche-kanaele@wsv.bund.de;https://www.wsa-westdeutsche-kanaele.wsv.de
Wasserstraßen- und Schifffahrtsamt-Rhein (Dienstort Duisburg-Rhein);Königstraße 84;47198;Duisburg;+49 2066 418-111;+49 2066 418-315;wsa-rhein@wsv.bund.de;https://www.wsa-rhein.wsv.de/
Wasserstraßen-Neubauamt Aschaffenburg;Hockstraße 10;63743;Aschaffenburg;+49 6021 312-0;+49 6021 312-3101;wna-aschaffenburg@wsv.bund.de;https://www.wna-aschaffenburg.wsv.de/Webs/WNA/WNA-Aschaffenburg/DE/Service/impressum/impressum_node.html
Wasserstraßen-Neubauamt Berlin;Mehringdamm 129;10965;Berlin;+49 30 695 80-0;;wna-berlin@wsv.bund.de;https://www.wna-berlin.wsv.de/Webs/WNA/WNA-Berlin/DE/WNA-Berlin/WNA-Berlin_text.html
Wasserstraßen-Neubauamt Datteln;Speeckstraße 1;45711;Datteln;+49 2363 104-0;;wna-datteln@wsv.bund.de;https://wna-datteln.wsv.de/Webs/WNA/WNA-Datteln/DE/Startseite/startseite_node.html
Wasserstraßen-Neubauamt Hannover;Nikolaistraße 14/16;30159;Hannover;+49 511 9115-5111;+49 511 9115-5140;wna-hannover@wsv.bund.de;https://www.wna-hannover.wsv.de/Webs/WNA/NBA-Hannover/DE/Service/Impressum/impressum_node.html
Wasserstraßen-Neubauamt Helmstedt;Walbecker Straße 23b;38350;Helmstedt;+49 5351 394-0;;wna-helmstedt@wsv.bund.de;https://www.wna-helmstedt.wsv.de/Webs/WNA/WNA-Helmstedt/DE/Projekte/01_Mittellandkanal/Mittellandkanal_text.html
Wasserstraßen-Neubauamt Magdeburg;Kleiner Werder 5c;39114;Magdeburg;+49 391 535-0;+49 391 535-2214/2214;Poststelle.WNA-MAG@wsv.bund.de;https://www.wna-magdeburg.wsv.de/Webs/WNA/WNA-Magdeburg/DE/Startseite/startseite_node.html
Wasserstraßen-Neubauamt Nord-Ostsee-Kanal;Schleuseninsel 2;24159;Kiel;+49 431 3603-0;+49 431 3603-414;wna-nord-ostsee-kanal@wsv.bund.de;https://www.wna-nord-ostsee-kanal.wsv.de
Wasserstraßen-Neubauamt-Heidelberg;Vangerowstraße 20;69115;Heidelberg;+49 6221 507-401;+49 6221 507-455;wna-heidelberg@wsv.bund.de;https://www.wna-heidelberg.wsv.de/Webs/WNA/AN-Heidelberg/DE/Startseite/startseite_node.html
Wasserstraßen-und Schifffahrtsamt Spree-Havel (Dienstort Berlin);Mehringdamm 129;10965;Berlin;+49 30 69532-0;+49 30 69532-201;wsa-spree-havel@wsv.bund.de;https://www.wsa-spree-havel.wsv.de
Wehrbeauftragte des Deutschen Bundestages;Platz der Republik 1;11011;Berlin;+49 30 227-38100;+49 30 227-38283;wehrbeauftragte@bundestag.de;https://www.bundestag.de/wehrbeauftragte
Wehrtechnische Dienststelle für Informationstechnologie und Elektronik;Bergstraße 18;91171;Greding;+49 8463 652-0;+49 8463 652-607;WTD81posteingang@bundeswehr.org;https://www.baainbw.de/wtd81
Wehrtechnische Dienststelle für landgebundene Fahrzeugsysteme, Pionier- und Truppentechnik;Kolonnenweg ;54296;Trier;+49 651 9129-0;+49 651 9129-2600;wtd41@bundeswehr.org;https://www.baainbw.de/wtd41
Wehrtechnische Dienststelle für Luftfahrzeuge und Luftfahrtgerät der Bundeswehr;Flugplatz ;85077;Manching;+49 8459 80-1;+49 8459 80-2022;wtd61posteingang@bundeswehr.org;https://www.baainbw.de/wtd61
Wehrtechnische Dienststelle für Schiffe und Marinewaffen, Maritime Technologie und Forschung;Berliner Straße 115;24340;Eckernförde;+49 4351 467-0;+49 4351 467-120;wtd71posteingang@bundeswehr.org;https://www.bundeswehr.de/de/organisation/marine
Wehrtechnische Dienststelle für Schutz- und Sondertechnik;Oberjettenberg ;83458;Schneizlreuth;+49 8651 7682-1001;+49 8651 7682-1338;wtd52posteingang@bundeswehr.org;https://www.baainbw.de/wtd52
Wehrtechnische Dienststelle für Waffen und Munition;Am Schießplatz ;49716;Meppen;+49 5931 43-0;+49 5931 43-2091;WTD91@bundeswehr.org;https://www.baainbw.de/wtd91
Wehrtechnische Studiensammlung;Mayener Straße 85-87;56070;Koblenz;+49 261 983692-1422/1423;+49 261 983692-1424;wts@bundeswehr.org;https://www.baainbw.de/wts
Wehrwissenschaftliches Institut für Schutztechnologien - ABC-Schutz;Humboldtstraße 100;29633;Munster;+49 5192 136-201;+49 5192 136-355;wisposteingang@bundeswehr.org;https://www.baainbw.de/wis
Wehrwissenschaftliches Institut für Werk- und Betriebsstoffe;Institutsweg 1;85435;Erding;+49 8122 9590-0;+49 8122 9590-3902;wiweb@bundeswehr.org;https://www.baainbw.de/wiweb
Weierstraß-Institut für Angewandte Analysis und Stochastik - Leibniz-Institut im Forschungsverbund Berlin e. V.;Mohrenstraße 39;10117;Berlin;+49 30 20372-0;+49 30 20372-303;contact@wias-berlin.de;https://www.wias-berlin.de
Wirtschaftsprüferkammer;Rauchstraße 26;10787;Berlin;+49 30 726161-0;+49 30 726161-212;kontakt@wpk.de;https://www.wpk.de/
Wissenschaftlicher Beirat der Bundesregierung Globale Umweltveränderungen;Luisenstrasse 46;10117;Berlin;+49 30 263948-0;+49 30 263948-50;wbgu@wbgu.de;https://www.wbgu.de/de/
Wissenschaftsrat;Scheidtweilerstraße 4;50933;Köln;+49 221 3776-0;;post@wissenschaftsrat.de;https://www.wissenschaftsrat.de/DE/Home/home_node.html
Wissenschaftszentrum Berlin für Sozialforschung;Reichpietschufer 50;10785;Berlin;+49 30 25491-0;+49 30 25491-684;wzb@wzb.eu;https://www.wzb.eu/de
ZBW - Leibniz Informationszentrum Wirtschaft;Düsternbrooker Weg 120;24105;Kiel;+49 431 8814-555;;zbw@zbw-workspace.eu;https://www.zbw.eu/de/
Zentrale Abbildende Aufklärung;Max-Planck-Straße 17;53501;Grafschaft-Gelsdorf;+49 2225 93 421-0;;kdocirpizcir@bundeswehr.org;https://www.bundeswehr.de/de/organisation/cyber-und-informationsraum/kommando-und-organisation-cir/kommando-cyber-und-informationsraum/kommando-aufklaerung-wirkung/zentrale-abbildende-aufklaerung
Zentrale Stelle für Informationstechnik im Sicherheitsbereich;Zamdorfer Straße 88;81677;München;+49 89 6080 679-0;;poststelle@zitis.bund.de;https://www.zitis.bund.de/DE/Home/home_node.html
Zentrale Untersuchungsstelle der Bundeswehr für Technische Aufklärung;Kulmbacher Straße 58-60;95030;Hof;+49 9281 8404-1001;;ZUStelleBwTAufklGeZi@bundeswehr.org;https://www.bundeswehr.de/de/organisation/cyber-und-informationsraum/kommando-und-organisation-cir/kommando-cyber-und-informationsraum/kommando-aufklaerung-wirkung/zu-stelle-bw-taufkl
Zentrales Finanzwesen des Bundes;Justus-von-Liebig-Straße 18;53121;Bonn;+49 228 99370-0;+49 228 99370-177;poststelle@zrb.bund.de;https://www.zrb.bund.de/DE/3_Bundeskasse/Bundeskasse_node.html
Zentrales Institut des Sanitätsdienstes der Bundeswehr Kiel;Kopperpahler Allee 120;24119;Kronshagen;+49 431 5409-1650;+49 431 5409-1598;ZInstSanBwKiel@bundeswehr.org;https://www.bundeswehr.de/de/organisation/sanitaetsdienst/kommando-und-organisation-sanitaetsdienst/kommando-sanitaetsdienst/zentrales-institut-des-sanitaetsdienstes-der-bundeswehr-kiel
Zentrales Institut des Sanitätsdienstes der Bundeswehr München;Ingolstädter Landstraße 102;85748;Garching;+49 8937 55849-5001;+49 8937 55849-5070;ZInstSanBwMuenchen@bundeswehr.org;https://www.bundeswehr.de/de/organisation/sanitaetsdienst/kommando-und-organisation-sanitaetsdienst/kommando-sanitaetsdienst/zentrales-institut-des-sanitaetsdienstes-der-bundeswehr-muenchen
Zentrales Testamentsregister;Kronenstraße 42;10117;Berlin;+49 800 35 50 700;;info@vorsorgeregister.de;https://www.testamentsregister.de/
Zentrales Vorsorgeregister;Kronenstraße 42;10117;Berlin;+49 800-35 50 500;+49 30-38 38 66 77;info@vorsorgeregister.de;https://www.vorsorgeregister.de
Zentralstelle der Bundesregierung für internationale Berufsbildungskooperation im Bundesinstitut für Berufsbildung;Friedrich-Ebert-Allee 114-116;53113;Bonn;+49 228 107-1818;;govet@bibb.de;https://www.govet.international
Zentralwohlfahrtsstelle der Juden in Deutschland e. V.;Hebelstraße 6;60318;Frankfurt a. M.;+49 69 944371-0;+49 69 494817;oeffentlichkeitsarbeit@zwst.org;https://www.zwst.org
Zentrum Cyberoperationen;Münstereifeler Straße 75;53359;Rheinbach;;;kdocirpizcir@bundeswehr.org;https://www.bundeswehr.de/de/organisation/cyber-und-informationsraum/kommando-und-organisation-cir/kommando-cyber-und-informationsraum/kommando-aufklaerung-wirkung
Zentrum für Betriebswirtschaft im Gartenbau e. V.;Ottilie-Zeller-Weg 6;70599;Stuttgart;+49 711 995 966-10;;zbg@uni-hohenheim.de;https://zbg.uni-hohenheim.de/
Zentrum für Cyber-Sicherheit der Bundeswehr;Kommerner Straße 188;53879;Euskirchen;+49 2251 50667-3002;;ZCSBwPressearbeit@bundeswehr.org;https://www.bundeswehr.de/de/organisation/cyber-und-informationsraum/kommando-und-organisation-cir/zentrum-fuer-cyber-sicherheit-der-bundeswehr
Zentrum für Europäische Wirtschaftsforschung GmbH;L7 1;68161;Mannheim;+49 621 1235-01;+49 621 1235-225;info@zew.de;https://www.zew.de
Zentrum für Geoinformationswesen der Bundeswehr;Frauenberger Straße 250;53879;Euskirchen;+49 2251 953-0;+49 2251 953-5055;kdocirpizcir@bundeswehr.org;https://www.bundeswehr.de/de/organisation/cyber-und-informationsraum/kommando-und-organisation-cir/kommando-cyber-und-informationsraum/zentrum-fuer-geoinformationswesen-der-bundeswehr
Zentrum für Luft- und Raumfahrtmedizin der Luftwaffe;Flughafenstraße 1;51147;Köln-Wahn;+49 2203 908-6870;+49 2203 908-677 6871;zentrlurmedlwpresse@bundeswehr.org;https://www.bundeswehr.de/de/organisation/luftwaffe/organisation-/luftwaffentruppenkommando/zentrum-fuer-luft-und-raumfahrtmedizin
Zentrum für Militärgeschichte und Sozialwissenschaften der Bundeswehr;Zeppelinstraße 127/128;14471;Potsdam;+49 331 9714-400;+49 331 9714-507;ZMSBwpressestelle@Bundeswehr.org;https://zms.bundeswehr.de/de
Zentrum für Sportmedizin der Bundeswehr;Dr.- Rau-Allee 32;48232;Warendorf;+49 2581 9411 4602;+49 2581 9411 4649;zsportmedbw@bundeswehr.org;https://www.bundeswehr.de/de/organisation/sanitaetsdienst/kommando-und-organisation-sanitaetsdienst/kommando-regionale-sanitaetsdienstliche-unterstuetzung/zentrum-fuer-sportmedizin-der-bundeswehr
Zentrum für Verifikationsaufgaben der Bundeswehr;Quimperléstraße 100;52511;Geilenkirchen;+49 2451 992-0;+49 2451 992-255;ZVBwEingang@bundeswehr.org;https://www.bundeswehr.de/de/organisation/streitkraeftebasis/organisation/streitkraefteamt/zentrum-fuer-verifikationsaufgaben-der-bundeswehr
Zentrum für Zeithistorische Forschung Potsdam e.V.;Am Neuen Markt 1;14467;Potsdam;+49 331 28991-56, -57;+49 331 28991-40;sekretariat@zzf-potsdam.de;https://www.zzf-potsdam.de
Zentrum Informationsarbeit Bundeswehr;Prötzeler Chaussee 20;15344;Strausberg;+49 3341 58-2323;+49 3341 58-2339;ZInfoABwEingang@bundeswehr.org;https://www.bundeswehr.de/de/organisation/streitkraeftebasis/organisation/streitkraefteamt/zentrum-informationsarbeit-bundeswehr
Zentrum Innere Führung;Von-Witzleben-Straße 17;56076;Koblenz;+49 261 579420-5562;;ZInFueImDialogPressestelle@bundeswehr.org;https://www.bundeswehr.de/de/ueber-die-bundeswehr/selbstverstaendnis-bundeswehr/innere-fuehrung
Zentrum Kraftfahrwesen der Bundeswehr;Hardter Straße 9;41179;Mönchengladbach;+49 2161 185 1141;+49 2161 185;zkfwbw@bundeswehr.org;https://www.kommando.streitkraeftebasis.de/portal/poc/kdoskb?uri=ci%3Abw.skb_kdo.log.zkfwbw
Zentrum Militärische Zusammenarbeit der Bundeswehr;Am Rehhagen 10;31582;Nienburg/Weser;+49 5021 800 3010;+49 5021 800 3017;ZentrZMZBwAbtFueDezPers@bundeswehr.org;https://www.bundeswehr.de/de/organisation/streitkraeftebasis/organisation/kommando-territoriale-aufgaben-der-bundeswehr/multinational-cimic-command-nienburg
Zentrum Militärmusik der Bundeswehr;Robert-Schuman-Platz 3;53175;Bonn;+49 228 43320 310;+49 228 43320 420;ZMilMusBw@bundeswehr.org;https://www.bundeswehr.de/de/organisation/streitkraeftebasis/organisation/streitkraefteamt/zentrum-militaermusik-der-bundeswehr
Zentrum Operative Kommunikation der Bundeswehr;Kürrenberger Steig 34;56727;Mayen;+49 265 1497-0;+49 265 1497-2202;kdocirpizcir@bundeswehr.org;https://cir.bundeswehr.de/portal/poc/cir?uri=ci:bw.cir.dienststellen.ksa.zopkombw
Zollfahndungsamt Berlin-Brandenburg;Columbiadamm 7;10965;Berlin;+49 30 69583-0;+49 30 69583-569;poststelle@zfab.bund.de;https://www.zoll.de/SharedDocs/Dienststellen/DE/1_DSSD_Importer/Zollfahndung/ZFA_Berlin_Brandenburg/ZFA_Berlin_Brandenburg_1502/ZFA_Berlin_Brandenburg_1502.html
Zollfahndungsamt Dresden;Schützenhöhe 26;01099;Dresden;+49 351 2134-6125;+49 351 2134-6111;poststelle@zfadd.bund.de;https://www.zoll.de
Zollfahndungsamt Essen;Weiglestraße 11-13;45128;Essen;+49 201 1028-0;+49 201 1028-1190;poststelle@zfae.bund.de;https://www.zoll.de
Zollfahndungsamt Frankfurt am Main;Wilhelm-Fay-Straße 11;65936;Frankfurt am Main;+49 69 50775-0;+49 69 50775-117;poststelle@zfaf.bund.de;https://www.zoll.de
Zollfahndungsamt Hamburg;Sieker Landstraße 13;22143;Hamburg;+49 40 67571-0;+49 40 67571-201;poststelle@zfahh.bund.de;https://www.zoll.de
Zollfahndungsamt Hannover;Hamburger Allee 74;30161;Hannover;+49 511 33611-0;+49 511 33611-140;poststelle@zfah.bund.de;https://www.zoll.de
Zollfahndungsamt München;Landsberger Straße 124;80339;München;+49 89 5109-02;+49 89 5109-1180;poststelle@zfam.bund.de;https://www.zoll.de
Zollfahndungsamt Stuttgart;Martha-Schmidtmann-Straße 15;70374;Stuttgart;+49 711 52041-0;+49 711 52041-1060;poststelle@zfas.bund.de;https://www.zoll.de
Zollkriminalamt;Bergisch Gladbacher Straße 837;51069;Köln;+49 228 303-0;+49 228 303-98400;poststelle@zka.bund.de;https://www.zoll.de/DE/Der-Zoll/Struktur-des-Zolls/Generalzolldirektion/Fachdirektionen/fachdirektionen_node.html#doc279122bodyText3
Zoologisches Forschungsmuseum Alexander König - Leibniz-Institut für Biodiversität der Tiere;Adenauerallee 160;53113;Bonn;+49 228 9122-0;+49 228 9122-212;info@leibniz-lib.de;https://bonn.leibniz-lib.de/de/zoologisches-forschungs-museum-alexander-koenig
